NAME,ETHNICITY,SEX,LOC,ETHNICITY_RECAT,ETHNICITY_RECAT_V2,ETHNICITY_RECAT_V3,ETHNICITY_RECAT_V4
Y Fo Komoto,ir,Male,"C, Shefford, Quebec, Canada",ir,ir,ir,ir
John J Christian,others,Male,"B(1), Pictou, Nova Scotia, Canada",others,others,others,others
Sabine Boudreau,ja,Female,"M, Simcoe (east/est), Ontario, Canada",ja,ja,ja,ja
Jenet Mcree,fr,Male,"A, Bruce (east/est), Ontario, Canada",fr,fr,fr,fr
Edwin Williams,others,Male,"E, Simcoe (south/sud), Ontario, Canada",others,others,others,others
Ralp E Mcgians,others,Male,"D, Northumberland, New Brunswick, Canada",others,others,others,others
Alfred H Ryan,ch,Male,"A, Bruce (north/nord), Ontario, Canada",ch,ch,ch,ch
Isorkisna Bearley,rus,Female,"E(1), Pictou, Nova Scotia, Canada",rus,rus,rus,rus
Jules A Lapierre,ch,Female,"N, York, New Brunswick, Canada",ch,ch,ch,ch
Clara M Brooks,others,Male,"K, Renfrew (south/sud), Ontario, Canada",others,others,others,others
Adam Boldt,others,Male,"A3, Alberta, The Territories, Canada",others,others,others,others
Lizzie May Higgins,fr,Male,"V, Pontiac, Quebec, Canada",fr,fr,fr,fr
Mildred Mccann,it,Male,"C, Toronto (west/ouest) (city/cité), Ontario, Canada",it,it,it,it
Lazare Lebel,fr,Female,"X, Halifax (county/comté), Nova Scotia, Canada",fr,fr,fr,fr
Leonard Rayenham,ch,Female,"I, York (west/ouest), Ontario, Canada",ch,ch,ch,ch
Samuel Smith,ja,Female,"F, Maisonneuve, Quebec, Canada",ja,ja,ja,ja
Maud Rollins,rus,Female,"A, Dorchester, Quebec, Canada",rus,rus,rus,rus
Charles Stewart,ab,Female,"U, Muskoka & Parry Sound, Ontario, Canada",ab,fn,fn,fn
Calvin Wilson,ab,Male,"D, Saint-jean & Iberville, Quebec, Canada",ab,inuit,inuit,inuit
Leona Wyrzykowski,ir,Female,"P, Beauce, Quebec, Canada",ir,ir,ir,ir
Ar-jein,others,Female,"L, Kings, Prince Edward Island, Canada",others,others,others,others
Agness Mitchell,it,Female,"G, Hamilton (city/cité), Ontario, Canada",it,it,it,it
Grace M Pearson,it,Male,"N, Joliette, Quebec, Canada",it,it,it,it
George Houghtby,rus,Male,"E, Wellington (south/sud), Ontario, Canada",rus,rus,rus,rus
Josep Riopelle,sc,Male,"C, Durham (west/ouest), Ontario, Canada",sc,sc,sc,sc
Angelina Matte,ch,Female,"A, Montréal (city/cité), Quebec, Canada",ch,ch,ch,ch
Sadie Gilmore,ir,Female,"A, Kamouraska, Quebec, Canada",ir,ir,ir,ir
Eva Learmont,ab,Male,"A, Montréal (city/cité), Quebec, Canada",ab,metis,metis,metis
George Bradley,rus,Male,"E, Northumberland (east/est), Ontario, Canada",rus,rus,rus,rus
Susan Foster,ch,Female,"E, Missisquoi, Quebec, Canada",ch,ch,ch,ch
Mable Walker,fr,Female,"C, Renfrew (north/nord), Ontario, Canada",fr,fr,fr,fr
Mosey Giaten,others,Male,"A, Peel, Ontario, Canada",others,others,others,others
Napoleon Bourdeau,it,Male,"E, Durham (west/ouest), Ontario, Canada",it,it,it,it
Mary Mcdonald,sc,Female,"H, Prince (west/ouest), Prince Edward Island, Canada",sc,sc,sc,sc
Annie Wettlaufer,ir,Female,"B, Ontario (south/sud), Ontario, Canada",ir,ir,ir,ir
Alice Holland,ja,Male,"C, Toronto (west/ouest) (city/cité), Ontario, Canada",ja,ja,ja,ja
Alexander Higgins,en,Male,"Book/Livre 1, Selkirk, Manitoba, Canada",en,en,en,en
Katie Webb,ab,Male,"I, Ontario (north/nord), Ontario, Canada",ab,fn,fn,fn
Augustine Hogue,sc,Male,"J, Richmond & Wolfe, Quebec, Canada",sc,sc,sc,sc
Herald Stumpf,ab,Female,"A, Burrard, British Columbia, Canada",ab,inuit,inuit,inuit
Lucienne Provencher,ja,Male,"C, Brockville (town/ville), Ontario, Canada",ja,ja,ja,ja
John Rohde,it,Male,"C, Prescott, Ontario, Canada",it,it,it,it
Frank Hazelton,sc,Male,"H, Beauce, Quebec, Canada",sc,sc,sc,sc
Elizabeth Mccallum,en,Male,"F, Lennox, Ontario, Canada",en,en,en,en
Edeth Blanchard,ch,Male,"B2, Assiniboia (east/est), The Territories, Canada",ch,ch,ch,ch
William Parker,rus,Male,"D, Elgin (west/ouest), Ontario, Canada",rus,rus,rus,rus
Johannah Gliddon,ja,Male,"D2, Saskatchewan, The Territories, Canada",ja,ja,ja,ja
Meadie Poisson,ir,Male,"B, Toronto (east/est) (city/cité), Ontario, Canada",ir,ir,ir,ir
Hazle W Hotson,sc,Female,"I, Wellington (centre), Ontario, Canada",sc,sc,sc,sc
Mary Mildred Clifford,rus,Male,"U, Muskoka & Parry Sound, Ontario, Canada",rus,rus,rus,rus
Ann Bens,ch,Female,"D, Sherbrooke, Quebec, Canada",ch,ch,ch,ch
Helen Toomey,en,Male,"V, Shelburne & Queens (queens), Nova Scotia, Canada",en,en,en,en
Annie Mehm,it,Female,"J, Terrebonne, Quebec, Canada",it,it,it,it
Bessie Aker,ab,Male,"F, York (north/nord), Ontario, Canada",ab,,,
Jessie Eakins,en,Male,"O, Prince (west/ouest), Prince Edward Island, Canada",en,en,en,en
Jas Barnes,rus,Female,"B, Toronto (east/est) (city/cité), Ontario, Canada",rus,rus,rus,rus
Bridget M Clarkson,it,Male,"A, Montréal (city/cité), Quebec, Canada",it,it,it,it
Elizabeth J Ledgerwood,ja,Male,"D, Waterloo (south/sud), Ontario, Canada",ja,ja,ja,ja
William Bristow,sc,Female,"A, Maisonneuve, Quebec, Canada",sc,sc,sc,sc
Allan Menzies,ja,Male,"F, Macdonald, Manitoba, Canada",ja,ja,ja,ja
Aurore Audette,others,Female,"A, Montréal (city/cité), Quebec, Canada",others,others,others,others
James Mccauley,ch,Male,"A, Westmorland, New Brunswick, Canada",ch,ch,ch,ch
Bessie Fleet,en,Male,"G, Hamilton (city/cité), Ontario, Canada",en,en,en,en
Mixed Juus,ch,Female,"C, Québec (city/cité) (east/est), Quebec, Canada",ch,ch,ch,ch
Ethel L Jessep,ja,Male,"A, Montréal (city/cité), Quebec, Canada",ja,ja,ja,ja
Laura Aumann,sc,Female,"C, Wright, Quebec, Canada",sc,sc,sc,sc
Mary B Sutherland,en,Female,"C, Lisgar, Manitoba, Canada",en,en,en,en
Lucy Strasser,it,Female,"A, Lunenburg, Nova Scotia, Canada",it,it,it,it
Achilla Mercier,fr,Male,"B, Montréal (city/cité), Quebec, Canada",fr,fr,fr,fr
James Brown,ch,Female,"C, Lisgar, Manitoba, Canada",ch,ch,ch,ch
Harrold Miller,fr,Female,"E, Elgin (east/est), Ontario, Canada",fr,fr,fr,fr
Josephine Larocque,ja,Female,"L, Chicoutimi & Saguenay, Quebec, Canada",ja,ja,ja,ja
George Hodges,it,Female,"C, Hochelaga, Quebec, Canada",it,it,it,it
Clode H. Miller,it,Female,"J, Simcoe (east/est), Ontario, Canada",it,it,it,it
Emma J Collett,en,Female,"L, Guysborough, Nova Scotia, Canada",en,en,en,en
Norman Beaver,ch,Female,"F, Grey (north/nord), Ontario, Canada",ch,ch,ch,ch
R. David Haggart,en,Female,"F, Bagot, Quebec, Canada",en,en,en,en
George Burden,ir,Male,"E, Winnipeg (city/cité), Manitoba, Canada",ir,ir,ir,ir
J C Mclean,en,Male,"C, York (west/ouest), Ontario, Canada",en,en,en,en
Matilda Laveque,ir,Female,"K, Northumberland, New Brunswick, Canada",ir,ir,ir,ir
Adolph Gilbert,rus,Male,"H, Provencher, Manitoba, Canada",rus,rus,rus,rus
Bella Mckinnon,fr,Female,"E, Winnipeg (city/cité), Manitoba, Canada",fr,fr,fr,fr
Theophile Gagnè,it,Female,"E, Huntingdon, Quebec, Canada",it,it,it,it
Patrick Connors,ir,Male,"B1, Marquette, Manitoba, Canada",ir,ir,ir,ir
Mary Hossack,ja,Male,"B, Bothwell, Ontario, Canada",ja,ja,ja,ja
James Garber,en,Male,"Z, Shelburne & Queens (queens), Nova Scotia, Canada",en,en,en,en
Joseph E Viens,ir,Male,"D, Kent, Ontario, Canada",ir,ir,ir,ir
George Rogers,fr,Male,"N, Nicolet, Quebec, Canada",fr,fr,fr,fr
Isaac Jenkins,en,Male,"P, York, New Brunswick, Canada",en,en,en,en
Elum Phillips,ab,Male,"M, Lotbinière, Quebec, Canada",ab,,,
Mary Stubbs,ch,Female,"A, Kings, New Brunswick, Canada",ch,ch,ch,ch
Bethia Locke,ch,Male,"I, Saint John (city/cité), New Brunswick, Canada",ch,ch,ch,ch
Joseph Arsneault,it,Male,"D2, Assiniboia (west/ouest), The Territories, Canada",it,it,it,it
Charles Calvery,ja,Male,"A, Hastings (west/ouest), Ontario, Canada",ja,ja,ja,ja
Marie Louise Lareau,sc,Male,"I, Montcalm, Quebec, Canada",sc,sc,sc,sc
Regina Larocque,it,Female,"H, Saint-hyacinthe, Quebec, Canada",it,it,it,it
Bessie A Doiron,ja,Male,"G, Westmorland, New Brunswick, Canada",ja,ja,ja,ja
Eva A Pool,ja,Female,"A, Russell, Ontario, Canada",ja,ja,ja,ja
Emma Dargavel,it,Female,"B, Toronto (west/ouest) (city/cité), Ontario, Canada",it,it,it,it
Donald Ammewatin,ja,Male,"D, Bothwell, Ontario, Canada",ja,ja,ja,ja
John Martin,en,Female,"C, Québec (city/cité) (east/est), Quebec, Canada",en,en,en,en
Ada Brinde,sc,Male,"O, Richmond, Nova Scotia, Canada",sc,sc,sc,sc
Edgard Paradis,others,Male,"A, Prince (east/est), Prince Edward Island, Canada",others,others,others,others
William H G. Weatherbie,ch,Female,"A, Saint John (city/cité), New Brunswick, Canada",ch,ch,ch,ch
Alice Robitaille,ir,Unknown,"F, Haldimand & Monck, Ontario, Canada",ir,ir,ir,ir
Oscar Germain,sc,Female,"K, Lévis, Quebec, Canada",sc,sc,sc,sc
Eva A. Mcgaw,ab,Male,"D, Marquette, Manitoba, Canada",ab,inuit,inuit,inuit
Marie Savoie,ir,Female,"J, Lunenburg, Nova Scotia, Canada",ir,ir,ir,ir
Munick Laporte,en,Female,"A, Toronto (east/est) (city/cité), Ontario, Canada",en,en,en,en
Jennie M Mabee,ch,Male,"A, Queen's (west/ouest), Prince Edward Island, Canada",ch,ch,ch,ch
Bertha Lagrenarde,ja,Female,"B, Toronto (west/ouest) (city/cité), Ontario, Canada",ja,ja,ja,ja
John Bran,en,Female,"J, Macdonald, Manitoba, Canada",en,en,en,en
Sarah B Geo,ab,Male,"Q3, Alberta, The Territories, Canada",ab,metis,metis,metis
Ralph Warner,ja,Male,"J, Terrebonne, Quebec, Canada",ja,ja,ja,ja
Beatrice C Kitel,ir,Female,"F, Victoria, New Brunswick, Canada",ir,ir,ir,ir
John W Herold,ab,Female,"W, Cumberland, Nova Scotia, Canada",ab,inuit,inuit,inuit
Jno Santry,others,Female,"E, Champlain, Quebec, Canada",others,others,others,others
Maggie Tait,it,Male,"E, Carleton, Ontario, Canada",it,it,it,it
Jennetta Campbell,ch,Male,"E, Victoria (south/sud), Ontario, Canada",ch,ch,ch,ch
George J Ouellette,fr,Male,"B, Montréal (city/cité), Quebec, Canada",fr,fr,fr,fr
Florance E Ganes,fr,Female,"D, Westmorland, New Brunswick, Canada",fr,fr,fr,fr
Edward S Waterland,ja,Female,"G, Prince (east/est), Prince Edward Island, Canada",ja,ja,ja,ja
David Brown,ja,Female,"F, Shefford, Quebec, Canada",ja,ja,ja,ja
Adéle Nadeau,ab,Male,"H, Victoria, Nova Scotia, Canada",ab,metis,metis,metis
Carmen O&#39;dell,ir,Female,"D, Drummond & Arthabaska, Quebec, Canada",ir,ir,ir,ir
William Driffil,others,Male,"F, Brockville, Ontario, Canada",others,others,others,others
Walter Russell,en,Male,"Y, Algoma, Ontario, Canada",en,en,en,en
James Selwood,others,Female,"B, Northumberland (west/ouest), Ontario, Canada",others,others,others,others
Katie Conway,rus,Male,"E, Bruce (north/nord), Ontario, Canada",rus,rus,rus,rus
John H Thompson,ja,Male,"C, Montmorency, Quebec, Canada",ja,ja,ja,ja
James S Boyter,others,Male,"B, Perth (south/sud), Ontario, Canada",others,others,others,others
Albert Begras,ab,Male,"A, Brant (south/sud), Ontario, Canada",ab,inuit,inuit,inuit
Thomas Kelly,others,Female,"G, Grey (south/sud), Ontario, Canada",others,others,others,others
Eveline Scott,it,Female,"D, Champlain, Quebec, Canada",it,it,it,it
William Massecar,ch,Male,"B, Middlesex (west/ouest), Ontario, Canada",ch,ch,ch,ch
Melrose Morrison,others,Female,"A, Toronto (east/est) (city/cité), Ontario, Canada",others,others,others,others
Adrienne Sauve,others,Male,"I, Prescott, Ontario, Canada",others,others,others,others
Charles Muller,en,Female,"J, Halifax (county/comté), Nova Scotia, Canada",en,en,en,en
Roscoe Vendette,sc,Female,"K, Joliette, Quebec, Canada",sc,sc,sc,sc
Angele Dugay,it,Male,"A, Elgin (west/ouest), Ontario, Canada",it,it,it,it
Michael Halpheny,ab,Male,"F, Welland, Ontario, Canada",ab,,,
Alice Tougas,ir,Female,"I, Victoria, Nova Scotia, Canada",ir,ir,ir,ir
Marshall Fownes,en,Male,"H, York (north/nord), Ontario, Canada",en,en,en,en
William S Smith,en,Female,"A, Annapolis, Nova Scotia, Canada",en,en,en,en
Arch Little,rus,Male,"D, Victoria, British Columbia, Canada",rus,rus,rus,rus
Thomas Wright,ir,Female,"C, Brockville (town/ville), Ontario, Canada",ir,ir,ir,ir
Susanah Climenhaga,ir,Female,"E, Châteauguay, Quebec, Canada",ir,ir,ir,ir
Willfrid Stonge,ab,Male,"H, Lisgar, Manitoba, Canada",ab,metis,metis,metis
Joseph Paguette,ir,Male,"G, Sherbrooke, Quebec, Canada",ir,ir,ir,ir
Mary M Donnadien,fr,Female,"C, Gloucester, New Brunswick, Canada",fr,fr,fr,fr
Maxine Morison,ab,Male,"C, Prescott, Ontario, Canada",ab,inuit,inuit,inuit
Jeremiah S Botaho,rus,Male,"M, Dorchester, Quebec, Canada",rus,rus,rus,rus
Mickael E Dolan,ir,Male,"D, Huron (south/sud), Ontario, Canada",ir,ir,ir,ir
Paul Freeman,rus,Male,"F, Huntingdon, Quebec, Canada",rus,rus,rus,rus
Hugh T Jeffers,ab,Female,"G, Vancouver, British Columbia, Canada",ab,fn,fn,fn
Adviro Mucasso,ab,Female,"G, Queen's (east/est), Prince Edward Island, Canada",ab,,,
Emily J Machlem,sc,Female,"F, Halifax (city/cité), Nova Scotia, Canada",sc,sc,sc,sc
Stella Grey,fr,Male,"B, Maisonneuve, Quebec, Canada",fr,fr,fr,fr
Elianne Archambault,ab,Male,"K, Essex (south/sud), Ontario, Canada",ab,fn,fn,fn
Clémentine Landry,it,Male,"D, Grenville (south/sud), Ontario, Canada",it,it,it,it
Guillaume Deveau,ab,Male,"G, Yamaska, Quebec, Canada",ab,metis,metis,metis
Gladys Phiney,sc,Male,"B, Montréal (city/cité), Quebec, Canada",sc,sc,sc,sc
Amelia Fisher,others,Male,"A, Prince (east/est), Prince Edward Island, Canada",others,others,others,others
Walter Ferris,ab,Male,"B, Cape Breton, Nova Scotia, Canada",ab,,,
Annie Otoole,ch,Female,"C, Toronto (west/ouest) (city/cité), Ontario, Canada",ch,ch,ch,ch
Alphonse Thibodeau,ab,Male,"I, Essex (south/sud), Ontario, Canada",ab,,,
John Walker,ja,Female,"E, Grey (south/sud), Ontario, Canada",ja,ja,ja,ja
Rose A Hunt,others,Female,"L2, Algoma, Ontario, Canada",others,others,others,others
Emma Millier,en,Female,"C, Durham (west/ouest), Ontario, Canada",en,en,en,en
Henry Slasor,ch,Male,"K, Bagot, Quebec, Canada",ch,ch,ch,ch
Frank Hebert,fr,Male,"C, Winnipeg (city/cité), Manitoba, Canada",fr,fr,fr,fr
Samantha Lefler,ja,Female,"I, York (west/ouest), Ontario, Canada",ja,ja,ja,ja
Prudencierme Thibeault,ab,Male,"S, Colchester, Nova Scotia, Canada",ab,metis,metis,metis
Albert Gater,others,Male,"H, L'islet, Quebec, Canada",others,others,others,others
Elmer Mosher,en,Female,"B, Glengarry, Ontario, Canada",en,en,en,en
Donald J Mcinnis,fr,Male,"B, Portneuf, Quebec, Canada",fr,fr,fr,fr
Misail Grègoire,fr,Female,"N, Missisquoi, Quebec, Canada",fr,fr,fr,fr
Angelina Chattelain,en,Female,"C, Toronto (west/ouest) (city/cité), Ontario, Canada",en,en,en,en
Charles Patterson,ir,Female,"I, Middlesex (north/nord), Ontario, Canada",ir,ir,ir,ir
Ann Taylor,ab,Male,"A, Perth (north/nord), Ontario, Canada",ab,fn,fn,fn
Saul Gaynor,it,Male,"L, Wright, Quebec, Canada",it,it,it,it
Margaret Gilmour,it,Female,"K, Nicolet, Quebec, Canada",it,it,it,it
Louisie Dusome,others,Female,"G, Perth (north/nord), Ontario, Canada",others,others,others,others
Fred Flemings,it,Male,"M, Victoria, New Brunswick, Canada",it,it,it,it
Alfred Dubé,others,Female,"B, Hamilton (city/cité), Ontario, Canada",others,others,others,others
Honorius Quenneville,ch,Female,"F, Hamilton (city/cité), Ontario, Canada",ch,ch,ch,ch
Jonathan Tripp,fr,Female,"G, Russell, Ontario, Canada",fr,fr,fr,fr
Isabella Jamison,ir,Female,"D, Bellechasse, Quebec, Canada",ir,ir,ir,ir
Kate Conlin,ir,Female,"C, Montréal (city/cité), Quebec, Canada",ir,ir,ir,ir
Hector Mccoll,it,Female,"E, Cornwall & Stormont, Ontario, Canada",it,it,it,it
Helen Fenn,ja,Female,"B, Montréal (city/cité), Quebec, Canada",ja,ja,ja,ja
Nellie R. Deverall,fr,Male,"A, Prescott, Ontario, Canada",fr,fr,fr,fr
Mary R Pangman,rus,Female,"C, Brockville (town/ville), Ontario, Canada",rus,rus,rus,rus
Beaulah Olliver,en,Male,"B1, Halifax (county/comté), Nova Scotia, Canada",en,en,en,en
Pearl Gange,ja,Male,"T, Colchester, Nova Scotia, Canada",ja,ja,ja,ja
Lucy A Lynds,rus,Female,"F, Labelle, Quebec, Canada",rus,rus,rus,rus
Hedwidge Audet,en,Female,"I, Antigonish, Nova Scotia, Canada",en,en,en,en
Jane Gunning,sc,Male,"G, Perth (south/sud), Ontario, Canada",sc,sc,sc,sc
Ellen Keon,en,Female,"D, Bruce (north/nord), Ontario, Canada",en,en,en,en
Carline Oactyer,ch,Male,"D, Kingston (city/cité), Ontario, Canada",ch,ch,ch,ch
Ida Wagar,ja,Male,"H, Lotbinière, Quebec, Canada",ja,ja,ja,ja
Theodale Lellane,ab,Male,"G, York (west/ouest), Ontario, Canada",ab,inuit,inuit,inuit
Walter Kerton,ja,Male,"N, Guysborough, Nova Scotia, Canada",ja,ja,ja,ja
Mare L. Laflamme,en,Female,"B, Montréal (city/cité), Quebec, Canada",en,en,en,en
Janet E Gourlay,ch,Male,"A, Perth (north/nord), Ontario, Canada",ch,ch,ch,ch
M Odile Paquet,ab,Female,"D, Kent, Ontario, Canada",ab,,,
Geo Maloney,fr,Male,"G, Sherbrooke, Quebec, Canada",fr,fr,fr,fr
Geo Mcdonald,it,Male,"C, Lévis, Quebec, Canada",it,it,it,it
David S Lewis,others,Female,"C, Albert, New Brunswick, Canada",others,others,others,others
Elizabeth Towes,fr,Male,"K, Richelieu, Quebec, Canada",fr,fr,fr,fr
Wilfrid Gessage,ja,Male,"B, Prince (east/est), Prince Edward Island, Canada",ja,ja,ja,ja
Eva Lerd,en,Female,"K, Terrebonne, Quebec, Canada",en,en,en,en
Stella Outhouse,sc,Male,"D, Lambton (east/est), Ontario, Canada",sc,sc,sc,sc
Sarah J Hall,others,Female,"D(1), Beauce, Quebec, Canada",others,others,others,others
Purcy E Gottlieb,ja,Female,"K, Vaudreuil, Quebec, Canada",ja,ja,ja,ja
Martha A Watson,it,Female,"F, Unorganized Territories/territoires Non-organisés, The Territories, Canada",it,it,it,it
Gaudiose Parent,en,Male,"D, Dundas, Ontario, Canada",en,en,en,en
Victoria Hache,it,Female,"F, Wellington (south/sud), Ontario, Canada",it,it,it,it
William G Luck,ch,Male,"A, Yarmouth, Nova Scotia, Canada",ch,ch,ch,ch
Marie Louise Desilets,ch,Male,"A, Beauce, Quebec, Canada",ch,ch,ch,ch
Mary Cathers,ir,Male,"C, Halton, Ontario, Canada",ir,ir,ir,ir
Wellington Mcwilliams,ch,Female,"G, Norfolk (north/nord), Ontario, Canada",ch,ch,ch,ch
Mary Ferguson,it,Male,"K, Labelle, Quebec, Canada",it,it,it,it
Jane Harris,it,Male,"J, Rouville, Quebec, Canada",it,it,it,it
Hattie Delarge,rus,Male,"G, Yale & Cariboo, British Columbia, Canada",rus,rus,rus,rus
Winifred Coats,ch,Male,"H, Yarmouth, Nova Scotia, Canada",ch,ch,ch,ch
Florida Pelland,sc,Female,"Y, Cumberland, Nova Scotia, Canada",sc,sc,sc,sc
Mitton Mcdonah,ch,Female,"A, Montréal (city/cité), Quebec, Canada",ch,ch,ch,ch
Antoinette Aubut,ja,Female,"A, Montréal (city/cité), Quebec, Canada",ja,ja,ja,ja
August Morin,fr,Female,"F, Temiscouata, Quebec, Canada",fr,fr,fr,fr
William Snow,ch,Male,"F, Maisonneuve, Quebec, Canada",ch,ch,ch,ch
Alexina Lacerte,fr,Male,"E, Restigouche, New Brunswick, Canada",fr,fr,fr,fr
H Marshal Ohara,en,Male,"M, Rouville, Quebec, Canada",en,en,en,en
Ovide Laflamme,ab,Female,"A, Missisquoi, Quebec, Canada",ab,fn,fn,fn
Conrade Brosseau,it,Male,"D, Québec (city/cité) (centre), Quebec, Canada",it,it,it,it
Mary J. Heath,rus,Male,"F, Hamilton (city/cité), Ontario, Canada",rus,rus,rus,rus
Josephine Legris,ir,Female,"M, Saint John (city/cité), New Brunswick, Canada",ir,ir,ir,ir
Walter Okute,fr,Female,"P, Kings, Nova Scotia, Canada",fr,fr,fr,fr
Aimé Gauthier,en,Male,"X, Saskatchewan, The Territories, Canada",en,en,en,en
Albert Girard,en,Female,"K, Bonaventure, Quebec, Canada",en,en,en,en
Gertrid Ching,fr,Female,"5, Burrard, British Columbia, Canada",fr,fr,fr,fr
Mathilda Patenaude,others,Male,"A, Annapolis, Nova Scotia, Canada",others,others,others,others
Agnes M Foy,sc,Male,"C, London (city/cité), Ontario, Canada",sc,sc,sc,sc
Margret J Dunphy,ch,Female,"M, Richmond & Wolfe, Quebec, Canada",ch,ch,ch,ch
Elisa Paré,ab,Male,"D, Hamilton (city/cité), Ontario, Canada",ab,inuit,inuit,inuit
Nickles Weiher,ch,Male,"E, Elgin (west/ouest), Ontario, Canada",ch,ch,ch,ch
Wyndham Davis,ir,Male,"H, Simcoe (east/est), Ontario, Canada",ir,ir,ir,ir
Winnifred I Mcatthew,sc,Male,"B, Winnipeg (city/cité), Manitoba, Canada",sc,sc,sc,sc
Charles R Mcgrath,ch,Female,"D, New Westminster, British Columbia, Canada",ch,ch,ch,ch
Margaret Flynn,sc,Male,"E, Wentworth & Brant (north/nord), Ontario, Canada",sc,sc,sc,sc
Mary G Mcdonald,ab,Female,"N, Queen's (east/est), Prince Edward Island, Canada",ab,metis,metis,metis
Mary Gillis,sc,Male,"A, Simcoe (north/nord), Ontario, Canada",sc,sc,sc,sc
Edmond Fretisher,rus,Female,"J, Carleton, New Brunswick, Canada",rus,rus,rus,rus
Hirane Miller,en,Male,"E, Guysborough, Nova Scotia, Canada",en,en,en,en
Ethel O D Twigger,sc,Male,"A, Waterloo (north/nord), Ontario, Canada",sc,sc,sc,sc
Georgina Greenlay,ja,Male,"H, Lincoln & Niagara, Ontario, Canada",ja,ja,ja,ja
Amos Woodard,en,Male,"B, Northumberland (west/ouest), Ontario, Canada",en,en,en,en
Emma Richard,ch,Male,", Algoma, Ontario, Canada",ch,ch,ch,ch
Sarah B Campbell,ja,Male,"W, Digby, Nova Scotia, Canada",ja,ja,ja,ja
Carry Steenburg,rus,Male,"D, Cornwall & Stormont, Ontario, Canada",rus,rus,rus,rus
Eliza A Campain,others,Female,"K, Charlevoix, Quebec, Canada",others,others,others,others
Annie Matevia,ja,Male,"A, Brant (south/sud), Ontario, Canada",ja,ja,ja,ja
Joseph Portugeis,en,Female,"A, Brant (south/sud), Ontario, Canada",en,en,en,en
Dorcy Taylor,rus,Female,"K, Wentworth (south/sud), Ontario, Canada",rus,rus,rus,rus
Blake Freeman,others,Female,"D, Prince (east/est), Prince Edward Island, Canada",others,others,others,others
Léandre Roy,it,Male,"F, Montcalm, Quebec, Canada",it,it,it,it
Leslie T Carroll,fr,Female,"N, Rouville, Quebec, Canada",fr,fr,fr,fr
Job Murton,fr,Female,"D, Durham (east/est), Ontario, Canada",fr,fr,fr,fr
Thomas Gardner,en,Male,"C, Middlesex (north/nord), Ontario, Canada",en,en,en,en
Rosalie Guillot,ja,Male,"A1, Cape Breton, Nova Scotia, Canada",ja,ja,ja,ja
Cephus Gartein,sc,Male,"B, Bruce (east/est), Ontario, Canada",sc,sc,sc,sc
D Donold Sheriet,others,Male,"K, Queen's (east/est), Prince Edward Island, Canada",others,others,others,others
Agness Mcconnal,others,Female,"D, Québec (city/cité) (east/est), Quebec, Canada",others,others,others,others
Viola Worden,ab,Female,"P, Portneuf, Quebec, Canada",ab,inuit,inuit,inuit
